manufacturer,model,serial_number,manufactured_date,device_type,equipment_age_years,capital_status,date_confidence,date_source,date_method,device_type_source
Edan Instruments,SE1200EXPRESS,460016-M23801490034,2023-01-01,Electrocardiograph (ECG),3,Active,Medium,serial_rule,"Edan M-block ""M23"" = year 2023; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,460016-M23801490035,2023-01-01,Electrocardiograph (ECG),3,Active,Medium,serial_rule,"Edan M-block ""M23"" = year 2023; month not encoded",static_map
Edan Instruments,IT20,M23910480001,2023-01-01,Patient Monitor,3,Active,Medium,serial_rule,"Edan M-block ""M23"" = year 2023; month not encoded",static_map
Mindray,EPM12MA,AH9-34001722,2023-04-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""4""=Apr",static_map
ZOLL Medical,RSERIES,AF23G169205,2023-07-01,Defibrillator/Monitor,3,Active,High,serial_rule,"ZOLL date code: ""23""=2023, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF23G169292,2023-07-01,Defibrillator/Monitor,3,Active,High,serial_rule,"ZOLL date code: ""23""=2023, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF23G169321,2023-07-01,Defibrillator/Monitor,3,Active,High,serial_rule,"ZOLL date code: ""23""=2023, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF23G169315,2023-07-01,Defibrillator/Monitor,3,Active,High,serial_rule,"ZOLL date code: ""23""=2023, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF23G169217,2023-07-01,Defibrillator/Monitor,3,Active,High,serial_rule,"ZOLL date code: ""23""=2023, ""G""=Jul",static_map
Mindray,EPM12MA,AH9-3A001717,2023-10-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""A""=Oct",static_map
Mindray,EPM12MA,AH9-3A001716,2023-10-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""A""=Oct",static_map
Mindray,EPM12MA,AH9-3A001721,2023-10-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""A""=Oct",static_map
Mindray,EPM12MA,AH9-3A001718,2023-10-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""A""=Oct",static_map
Mindray,EPM12MA,AH9-3C001824,2023-12-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""C""=Dec",static_map
Mindray,EPM12MA,AH9-3C001806,2023-12-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""C""=Dec",static_map
Mindray,EPM12MA,AH9-3C001812,2023-12-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""C""=Dec",static_map
Mindray,EPM12MA,AH9-3C001805,2023-12-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""C""=Dec",static_map
Mindray,EPM12MA,AH9-3C001789,2023-12-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""C""=Dec",static_map
Mindray,EPM12MA,AH9-3C001781,2023-12-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""C""=Dec",static_map
Mindray,EPM12MA,AH9-3C001814,2023-12-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""C""=Dec",static_map
Mindray,EPM12MA,AH9-3C001780,2023-12-01,Patient Monitor,3,Active,High,serial_rule,"Mindray date code: ""3""=2023, ""C""=Dec",static_map
ZOLL Medical,AEDPLUS,X23L761535,2023-12-01,AED (Defibrillator),3,Active,High,serial_rule,"ZOLL date code: ""23""=2023, ""L""=Dec",static_map
ZOLL Medical,RSERIES,AF23L173769,2023-12-01,Defibrillator/Monitor,3,Active,High,serial_rule,"ZOLL date code: ""23""=2023, ""L""=Dec",static_map
ZOLL Medical,RSERIES,AF23L173935,2023-12-01,Defibrillator/Monitor,3,Active,High,serial_rule,"ZOLL date code: ""23""=2023, ""L""=Dec",static_map
Edan Instruments,IM3,262654-M24705640065,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IM3,262654-M24903790011,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IM3,262654-M24903790001,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,460016-M246096330015,2024-01-01,Electrocardiograph (ECG),2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,M24A2930014,2024-01-01,Electrocardiograph (ECG),2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,M24A02930002,2024-01-01,Electrocardiograph (ECG),2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,SE1200EXPRESS,M24A02930001,2024-01-01,Electrocardiograph (ECG),2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24402010037,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24402010035,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24402010034,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380006,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380010,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380009,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380008,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380007,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380001,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380003,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380004,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750012,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750016,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M2415750004,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750002,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750003,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750001,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750018,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750019,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750011,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750010,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24A15750009,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380002,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
Edan Instruments,IT20,M24408380005,2024-01-01,Patient Monitor,2,Active,Medium,serial_rule,"Edan M-block ""M24"" = year 2024; month not encoded",static_map
ZOLL Medical,RSERIES,AF24A174904,2024-01-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""A""=Jan",static_map
ZOLL Medical,RSERIES,AF24A174867,2024-01-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""A""=Jan",static_map
ZOLL Medical,RSERIES,AF24C175990,2024-03-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""C""=Mar",static_map
ZOLL Medical,RSERIES,AF24C175991,2024-03-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""C""=Mar",static_map
ZOLL Medical,RSERIES,AF24E178300,2024-05-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""E""=May",static_map
ZOLL Medical,RSERIES,AF24F178630,2024-06-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""F""=Jun",static_map
ZOLL Medical,RSERIES,AF24F178395,2024-06-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""F""=Jun",static_map
ZOLL Medical,RSERIES,AF24G179402,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G179173,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G178993,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G179155,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G179510,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G179180,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G179153,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G179186,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G179403,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24G179158,2024-07-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""G""=Jul",static_map
ZOLL Medical,RSERIES,AF24H179829,2024-08-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""H""=Aug",static_map
ZOLL Medical,RSERIES,AF24I180367,2024-09-01,Defibrillator/Monitor,2,Active,High,serial_rule,"ZOLL date code: ""24""=2024, ""I""=Sep",static_map
ZOLL Medical,X SERIES,AR25C090387,2025-03-01,Defibrillator/Monitor,1,Active,High,serial_rule,"ZOLL date code: ""25""=2025, ""C""=Mar",static_map
ZOLL Medical,RSERIES,AF25G186555,2025-07-01,Defibrillator/Monitor,1,Active,High,serial_rule,"ZOLL date code: ""25""=2025, ""G""=Jul",static_map
ZOLL Medical,AEDPLUS,X25I944351,2025-09-01,AED (Defibrillator),1,Active,High,serial_rule,"ZOLL date code: ""25""=2025, ""I""=Sep",static_map
ZOLL Medical,AEDPLUS,X25I944935,2025-09-01,AED (Defibrillator),1,Active,High,serial_rule,"ZOLL date code: ""25""=2025, ""I""=Sep",static_map
ZOLL Medical,RSERIES,AF25J188748,2025-10-01,Defibrillator/Monitor,1,Active,High,serial_rule,"ZOLL date code: ""25""=2025, ""J""=Oct",static_map
ZOLL Medical,RSERIES,AF25L189983,2025-12-01,Defibrillator/Monitor,1,Active,High,serial_rule,"ZOLL date code: ""25""=2025, ""L""=Dec",static_map
American Diagnostic,CE 1434,22192114,,Blood Pressure Monitor,,Unknown,None,unrecognized,"No date decoder defined for ""American Diagnostic""",static_map
American Diagnostic,CE 1434,22192189,,Blood Pressure Monitor,,Unknown,None,unrecognized,"No date decoder defined for ""American Diagnostic""",static_map
American Diagnostic,CE 1434,C241870143,,Blood Pressure Monitor,,Unknown,None,unrecognized,"No date decoder defined for ""American Diagnostic""",static_map
American Diagnostic,CE 1434,C241870093,,Blood Pressure Monitor,,Unknown,None,unrecognized,"No date decoder defined for ""American Diagnostic""",static_map
American Diagnostic,CE 1434,C241843867,,Blood Pressure Monitor,,Unknown,None,unrecognized,"No date decoder defined for ""American Diagnostic""",static_map
American Diagnostic,CE 1434,C241843922,,Blood Pressure Monitor,,Unknown,None,unrecognized,"No date decoder defined for ""American Diagnostic""",static_map
American Diagnostic,CE 1434,C241843881,,Blood Pressure Monitor,,Unknown,None,unrecognized,"No date decoder defined for ""American Diagnostic""",static_map
American Diagnostic,CE 1434,C241843806,,Blood Pressure Monitor,,Unknown,None,unrecognized,"No date decoder defined for ""American Diagnostic""",static_map
BIOSONIC,UC95,130402317,,Ultrasonic Cleaner,,Unknown,None,unrecognized,"No date decoder defined for ""BIOSONIC""",static_map
BIOSONIC,UC95D15,131100008,,Ultrasonic Cleaner,,Unknown,None,unrecognized,"No date decoder defined for ""BIOSONIC""",static_map
BIOSONIC,UC95D15,131100002,,Ultrasonic Cleaner,,Unknown,None,unrecognized,"No date decoder defined for ""BIOSONIC""",static_map
Cogentix Medical,CST-4000,CS1704F,,Endoscopy,,Unknown,None,unrecognized,"No date decoder defined for ""Cogentix Medical""",static_map
Cogentix Medical,CST-4000,CS1705F,,Endoscopy,,Unknown,None,unrecognized,"No date decoder defined for ""Cogentix Medical""",static_map
Cogentix Medical,CST-5000,CS0709N,,Endoscopy,,Unknown,None,unrecognized,"No date decoder defined for ""Cogentix Medical""",static_map
Cogentix Medical,CST-5000,CS0715N,,Endoscopy,,Unknown,None,unrecognized,"No date decoder defined for ""Cogentix Medical""",static_map
Covidien,RAPIDVAC,VL012301X,,Surgical Smoke Evacuator,,Unknown,None,unrecognized,"No date decoder defined for ""Covidien""",static_map
Covidien,RAPIDVAC,VL012165X,,Surgical Smoke Evacuator,,Unknown,None,unrecognized,"No date decoder defined for ""Covidien""",static_map
Covidien,RAPIDVAC,VL012164X,,Surgical Smoke Evacuator,,Unknown,None,unrecognized,"No date decoder defined for ""Covidien""",static_map
Edan Instruments,SE1200EXPRESS,460016-K24700210010,,Electrocardiograph (ECG),,Unknown,None,unrecognized,Edan serial has no M[YY] year block,static_map
Exergen,TAT5000,A1539272,,Thermometer,,Unknown,None,unrecognized,"No date decoder defined for ""Exergen""",static_map
Exergen,TAT5000,A1539493,,Thermometer,,Unknown,None,unrecognized,"No date decoder defined for ""Exergen""",static_map
Exergen,TAT5000,A1539059,,Thermometer,,Unknown,None,unrecognized,"No date decoder defined for ""Exergen""",static_map
Exergen,TAT5000,A1539490,,Thermometer,,Unknown,None,unrecognized,"No date decoder defined for ""Exergen""",static_map
Exergen,TAT5000,A1539270,,Thermometer,,Unknown,None,unrecognized,"No date decoder defined for ""Exergen""",static_map
Exergen,TAT5000,A1539277,,Thermometer,,Unknown,None,unrecognized,"No date decoder defined for ""Exergen""",static_map
Hospira,PLUMA+,17432148,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434560,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17441256,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434159,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17433989,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434093,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434354,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17441237,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434074,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434027,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17441209,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434472,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434162,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434475,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434779,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434141,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434321,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434383,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,1744041,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434024,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434118,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17440578,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17440768,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434139,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17433973,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434426,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434019,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17433363,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434142,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434703,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434212,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434094,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17433443,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434341,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17441087,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17440640,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434396,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434332,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434726,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434435,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434513,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434161,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434177,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434000,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17431765,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434512,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17433246,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434039,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17432437,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434735,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434064,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17441258,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17441252,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17441249,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17441084,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17480601,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17434454,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Hospira,PLUMA+,17451880,,Infusion Pump,,Unknown,None,not_encoded,Hospira serials are sequential identifiers and do not encode a manufacture date,static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU20240630EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406267EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406209EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406190EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406189EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108144EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108189EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108193EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406183EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108205EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406249EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406266EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406252EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406237EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406187EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202406188EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Jiangmen Dacheng Medical Equipment Co.,IOB-507,WU202108208EN,,Surgical Table,,Unknown,None,unrecognized,"No date decoder defined for ""Jiangmen Dacheng Medical Equipment Co.""",static_map
Lab Corp.,642E,241013LB348,,Laboratory Equipment,,Unknown,None,unrecognized,"No date decoder defined for ""Lab Corp.""",static_map
Lab Corp.,642E,241013LB328,,Laboratory Equipment,,Unknown,None,unrecognized,"No date decoder defined for ""Lab Corp.""",static_map
